TRIP ID,START TIME,STOP TIME,BIKE ID,TRIP DURATION,FROM STATION ID,FROM LATITUDE,FROM LONGITUDE,FROM LOCATION,TO LATITUDE,TO LONGITUDE,TO LOCATION
1117065,1/12/14 0:09,1/12/14 7:52,1081,27734,115,41.936253,-87.653566,POINT (-87.653566 41.936253),41.93649682,-87.64753866,POINT (-87.647539 41.936497)
1117070,1/12/14 0:17,1/12/14 0:54,703,2223,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.877749,-87.649633,POINT (-87.649633 41.877749)
1117071,1/12/14 0:17,1/12/14 0:54,753,2176,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.877749,-87.649633,POINT (-87.649633 41.877749)
1117074,1/12/14 0:23,1/12/14 0:49,2659,1523,118,41.911386,-87.638677,POINT (-87.638677 41.911386),41.932418,-87.652705,POINT (-87.652705 41.932418)
1117075,1/12/14 0:29,1/12/14 0:49,1307,1194,118,41.911386,-87.638677,POINT (-87.638677 41.911386),41.932418,-87.652705,POINT (-87.652705 41.932418)
1117077,1/12/14 0:34,1/12/14 0:54,2815,1249,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.877749,-87.649633,POINT (-87.649633 41.877749)
1117085,1/12/14 1:04,1/12/14 1:32,1221,1689,130,41.90331,-87.67695,POINT (-87.67695 41.90331),41.902893,-87.687275,POINT (-87.687275 41.902893)
1117086,1/12/14 1:06,1/12/14 1:31,2792,1510,130,41.90331,-87.67695,POINT (-87.67695 41.90331),41.902893,-87.687275,POINT (-87.687275 41.902893)
1117087,1/12/14 1:09,1/12/14 1:28,2238,1142,130,41.90331,-87.67695,POINT (-87.67695 41.90331),41.902893,-87.687275,POINT (-87.687275 41.902893)
1117089,1/12/14 1:16,1/12/14 1:28,951,709,130,41.90331,-87.67695,POINT (-87.67695 41.90331),41.902893,-87.687275,POINT (-87.687275 41.902893)
1117100,1/12/14 2:03,1/12/14 2:23,1325,1210,288,41.918084,-87.643749,POINT (-87.643749 41.918084),41.917741,-87.691392,POINT (-87.691392 41.917741)
1117101,1/12/14 2:03,1/12/14 2:24,1156,1204,288,41.918084,-87.643749,POINT (-87.643749 41.918084),41.917741,-87.691392,POINT (-87.691392 41.917741)
1117111,1/12/14 2:34,1/12/14 2:51,2246,1057,350,41.895966,-87.667747,POINT (-87.667747 41.895966),41.922167,-87.638888,POINT (-87.638888 41.922167)
1117115,1/12/14 2:56,1/12/14 8:27,2530,19860,304,41.949546,-87.648674,POINT (-87.648674 41.949546),41.96167,-87.65464,POINT (-87.65464 41.96167)
1117117,1/12/14 3:19,1/12/14 3:32,2354,784,150,41.838556,-87.608218,POINT (-87.608218 41.838556),41.8378,-87.65114,POINT (-87.65114 41.8378)
1117173,1/12/14 7:51,1/12/14 8:22,220,1842,194,41.886875,-87.62603,POINT (-87.62603 41.886875),41.886875,-87.62603,POINT (-87.62603 41.886875)
1117212,1/12/14 8:39,1/12/14 13:31,2530,17514,231,41.96167,-87.65464,POINT (-87.65464 41.96167),41.96167,-87.65464,POINT (-87.65464 41.96167)
1117229,1/12/14 8:56,1/12/14 9:21,405,1467,106,41.897448,-87.628722,POINT (-87.628722 41.897448),41.88918,-87.6277,POINT (-87.6277 41.88918)
1117348,1/12/14 10:26,1/12/14 10:37,2123,661,44,41.8847302,-87.62773357,POINT (-87.627734 41.88473),41.907993,-87.631501,POINT (-87.631501 41.907993)
1117356,1/12/14 10:34,1/12/14 10:46,245,715,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.891071,-87.6122,POINT (-87.6122 41.891071)
1117362,1/12/14 10:39,1/12/14 10:56,2123,1032,301,41.907993,-87.631501,POINT (-87.631501 41.907993),41.92154,-87.653818,POINT (-87.653818 41.92154)
1117413,1/12/14 11:10,1/12/14 11:19,2123,526,327,41.92154,-87.653818,POINT (-87.653818 41.92154),41.912133,-87.634656,POINT (-87.634656 41.912133)
1117445,1/12/14 11:29,1/12/14 11:43,1750,834,334,41.940775,-87.639192,POINT (-87.639192 41.940775),41.926277,-87.630834,POINT (-87.630834 41.926277)
1117463,1/12/14 11:35,1/12/14 11:40,507,311,340,41.929546,-87.643118,POINT (-87.643118 41.929546),41.929143,-87.649077,POINT (-87.649077 41.929143)
1117466,1/12/14 11:35,1/12/14 11:39,2177,229,340,41.929546,-87.643118,POINT (-87.643118 41.929546),41.929143,-87.649077,POINT (-87.649077 41.929143)
1117468,1/12/14 11:36,1/12/14 11:40,2123,239,289,41.912133,-87.634656,POINT (-87.634656 41.912133),41.906724,-87.63483,POINT (-87.63483 41.906724)
1117477,1/12/14 11:44,1/12/14 12:14,1750,1791,177,41.926277,-87.630834,POINT (-87.630834 41.926277),41.891071,-87.6122,POINT (-87.6122 41.891071)
1117483,1/12/14 11:45,1/12/14 11:58,2123,756,291,41.906724,-87.63483,POINT (-87.63483 41.906724),41.886875,-87.62603,POINT (-87.62603 41.886875)
1117490,1/12/14 11:47,1/12/14 11:56,2695,540,295,41.972972,-87.659637,POINT (-87.659637 41.972972),41.96909,-87.674237,POINT (-87.674237 41.96909)
1117496,1/12/14 11:52,1/12/14 12:13,1510,1256,350,41.895966,-87.667747,POINT (-87.667747 41.895966),41.894448,-87.622663,POINT (-87.622663 41.894448)
1117505,1/12/14 11:55,1/12/14 12:07,1239,722,73,41.880422,-87.642746,POINT (-87.642746 41.880422),41.880422,-87.642746,POINT (-87.642746 41.880422)
1117549,1/12/14 12:08,1/12/14 12:21,2554,801,153,41.935733,-87.663576,POINT (-87.663576 41.935733),41.94688,-87.65445,POINT (-87.65445 41.94688)
1117559,1/12/14 12:11,1/12/14 12:34,1687,1365,73,41.880422,-87.642746,POINT (-87.642746 41.880422),41.880422,-87.642746,POINT (-87.642746 41.880422)
1117569,1/12/14 12:13,1/12/14 12:36,2695,1373,344,41.96909,-87.674237,POINT (-87.674237 41.96909),41.935733,-87.663576,POINT (-87.663576 41.935733)
1117584,1/12/14 12:16,1/12/14 12:22,1737,379,310,41.920082,-87.677855,POINT (-87.677855 41.920082),41.922695,-87.697153,POINT (-87.697153 41.922695)
1117589,1/12/14 12:20,1/12/14 12:37,389,1015,300,41.937725,-87.644095,POINT (-87.644095 41.937725),41.921822,-87.64414,POINT (-87.64414 41.921822)
1117647,1/12/14 12:32,1/12/14 12:50,2405,1108,113,41.91844,-87.65222,POINT (-87.65222 41.91844),41.899714,-87.677234,POINT (-87.677234 41.899714)
1117656,1/12/14 12:37,1/12/14 12:56,2695,1141,153,41.935733,-87.663576,POINT (-87.663576 41.935733),41.90959193,-87.65349723,POINT (-87.653497 41.909592)
1117659,1/12/14 12:38,1/12/14 13:00,389,1308,144,41.921822,-87.64414,POINT (-87.64414 41.921822),41.893882,-87.641711,POINT (-87.641711 41.893882)
1117766,1/12/14 13:13,1/12/14 13:41,1788,1637,68,41.875885,-87.640795,POINT (-87.640795 41.875885),41.866095,-87.607267,POINT (-87.607267 41.866095)
1117780,1/12/14 13:24,1/12/14 13:40,2052,969,53,41.893832,-87.634195,POINT (-87.634195 41.893832),41.89186,-87.62062,POINT (-87.62062 41.89186)
1117795,1/12/14 13:35,1/12/14 13:58,295,1362,94,41.918306,-87.636282,POINT (-87.636282 41.918306),41.90959193,-87.65349723,POINT (-87.653497 41.909592)
1117796,1/12/14 13:39,1/12/14 14:12,8,1960,61,41.907655,-87.672552,POINT (-87.672552 41.907655),41.882242,-87.641066,POINT (-87.641066 41.882242)
1117811,1/12/14 13:45,1/12/14 14:12,1212,1628,61,41.907655,-87.672552,POINT (-87.672552 41.907655),41.882242,-87.641066,POINT (-87.641066 41.882242)
1117821,1/12/14 13:51,1/12/14 13:57,1759,317,123,41.922695,-87.697153,POINT (-87.697153 41.922695),41.917805,-87.682437,POINT (-87.682437 41.917805)
1117861,1/12/14 14:16,1/12/14 14:40,420,1466,20,41.90959193,-87.65349723,POINT (-87.653497 41.909592),41.94688,-87.65445,POINT (-87.65445 41.94688)
1117877,1/12/14 14:22,1/12/14 14:33,2554,660,114,41.94688,-87.65445,POINT (-87.65445 41.94688),41.935733,-87.663576,POINT (-87.663576 41.935733)
1117879,1/12/14 14:23,1/12/14 14:40,228,1060,47,41.88918,-87.6277,POINT (-87.6277 41.88918),41.884728,-87.619521,POINT (-87.619521 41.884728)
1117881,1/12/14 14:24,1/12/14 14:40,1546,962,47,41.88918,-87.6277,POINT (-87.6277 41.88918),41.884728,-87.619521,POINT (-87.619521 41.884728)
1117892,1/12/14 14:34,1/12/14 14:52,2633,1091,340,41.929546,-87.643118,POINT (-87.643118 41.929546),41.90959193,-87.65349723,POINT (-87.653497 41.909592)
1117895,1/12/14 14:36,1/12/14 14:50,516,867,15,41.858166,-87.656495,POINT (-87.656495 41.858166),41.881892,-87.648789,POINT (-87.648789 41.881892)
1117899,1/12/14 14:41,1/12/14 15:00,420,1185,114,41.94688,-87.65445,POINT (-87.65445 41.94688),41.978353,-87.659753,POINT (-87.659753 41.978353)
1117905,1/12/14 14:43,1/12/14 15:15,2643,1881,249,41.963982,-87.638181,POINT (-87.638181 41.963982),41.963982,-87.638181,POINT (-87.638181 41.963982)
1117908,1/12/14 14:44,1/12/14 15:15,441,1871,249,41.963982,-87.638181,POINT (-87.638181 41.963982),41.963982,-87.638181,POINT (-87.638181 41.963982)
1117920,1/12/14 14:46,1/12/14 15:06,403,1159,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.880958,-87.616743,POINT (-87.616743 41.880958)
1117924,1/12/14 14:47,1/12/14 15:00,2184,785,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.890749,-87.63206,POINT (-87.63206 41.890749)
1117963,1/12/14 15:06,1/12/14 15:26,295,1229,20,41.90959193,-87.65349723,POINT (-87.653497 41.909592),41.918306,-87.636282,POINT (-87.636282 41.918306)
1117966,1/12/14 15:08,1/12/14 15:32,612,1467,220,41.93262,-87.642385,POINT (-87.642385 41.93262),41.939365,-87.668385,POINT (-87.668385 41.939365)
1117968,1/12/14 15:09,1/12/14 15:31,2685,1315,160,41.910535,-87.689556,POINT (-87.689556 41.910535),41.89636246,-87.65406127,POINT (-87.654061 41.896362)
1117985,1/12/14 15:15,1/12/14 15:34,2224,1126,288,41.918084,-87.643749,POINT (-87.643749 41.918084),41.915689,-87.6346,POINT (-87.6346 41.915689)
1117996,1/12/14 15:20,1/12/14 15:33,2468,757,60,41.91057804,-87.64942193,POINT (-87.649422 41.910578),41.929546,-87.643118,POINT (-87.643118 41.929546)
1118016,1/12/14 15:29,1/12/14 15:54,2499,1501,59,41.867227,-87.625961,POINT (-87.625961 41.867227),41.876243,-87.624426,POINT (-87.624426 41.876243)
1118020,1/12/14 15:33,1/12/14 15:54,393,1290,59,41.867227,-87.625961,POINT (-87.625961 41.867227),41.876243,-87.624426,POINT (-87.624426 41.876243)
1118022,1/12/14 15:33,1/12/14 15:54,1245,1307,59,41.867227,-87.625961,POINT (-87.625961 41.867227),41.876243,-87.624426,POINT (-87.624426 41.876243)
1118031,1/12/14 15:37,1/12/14 15:54,2063,1030,59,41.867227,-87.625961,POINT (-87.625961 41.867227),41.876243,-87.624426,POINT (-87.624426 41.876243)
1118032,1/12/14 15:37,1/12/14 15:54,173,1011,59,41.867227,-87.625961,POINT (-87.625961 41.867227),41.876243,-87.624426,POINT (-87.624426 41.876243)
1118055,1/12/14 15:47,1/12/14 16:41,2392,3196,66,41.885464,-87.641253,POINT (-87.641253 41.885464),41.882091,-87.639833,POINT (-87.639833 41.882091)
1118059,1/12/14 15:49,1/12/14 16:00,998,641,285,41.89113,-87.67203,POINT (-87.67203 41.89113),41.884078,-87.648684,POINT (-87.648684 41.884078)
1118068,1/12/14 15:51,1/12/14 16:06,2184,862,181,41.890749,-87.63206,POINT (-87.63206 41.890749),41.90068,-87.6626,POINT (-87.6626 41.90068)
1118099,1/12/14 16:13,1/12/14 17:09,768,3356,255,41.867888,-87.623041,POINT (-87.623041 41.867888),41.911974,-87.631942,POINT (-87.631942 41.911974)
1118117,1/12/14 16:21,1/12/14 17:09,1899,2929,255,41.867888,-87.623041,POINT (-87.623041 41.867888),41.911974,-87.631942,POINT (-87.631942 41.911974)
1118132,1/12/14 16:28,1/12/14 16:45,2787,1019,301,41.907993,-87.631501,POINT (-87.631501 41.907993),41.890749,-87.63206,POINT (-87.63206 41.890749)
1118188,1/12/14 16:53,1/12/14 17:09,2880,986,291,41.906724,-87.63483,POINT (-87.63483 41.906724),41.885464,-87.641253,POINT (-87.641253 41.885464)
1118211,1/12/14 17:03,1/12/14 17:24,2499,1265,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.88389277,-87.62464914,POINT (-87.624649 41.883893)
1118212,1/12/14 17:03,1/12/14 17:25,1245,1320,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.88389277,-87.62464914,POINT (-87.624649 41.883893)
1118214,1/12/14 17:03,1/12/14 17:24,393,1283,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.88389277,-87.62464914,POINT (-87.624649 41.883893)
1118215,1/12/14 17:03,1/12/14 17:24,2596,1277,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.88389277,-87.62464914,POINT (-87.624649 41.883893)
1118232,1/12/14 17:06,1/12/14 17:24,2482,1069,45,41.876243,-87.624426,POINT (-87.624426 41.876243),41.88389277,-87.62464914,POINT (-87.624649 41.883893)
1118237,1/12/14 17:09,1/12/14 17:32,2418,1358,286,41.878724,-87.634793,POINT (-87.634793 41.878724),41.886875,-87.62603,POINT (-87.62603 41.886875)
1118239,1/12/14 17:10,1/12/14 17:31,2096,1303,286,41.878724,-87.634793,POINT (-87.634793 41.878724),41.886875,-87.62603,POINT (-87.62603 41.886875)
1118246,1/12/14 17:11,1/12/14 17:35,768,1408,126,41.911974,-87.631942,POINT (-87.631942 41.911974),41.952833,-87.649993,POINT (-87.649993 41.952833)
1118247,1/12/14 17:11,1/12/14 17:35,1899,1408,126,41.911974,-87.631942,POINT (-87.631942 41.911974),41.952833,-87.649993,POINT (-87.649993 41.952833)
1118248,1/12/14 17:12,1/12/14 17:31,2989,1152,286,41.878724,-87.634793,POINT (-87.634793 41.878724),41.886875,-87.62603,POINT (-87.62603 41.886875)
1118249,1/12/14 17:12,1/12/14 17:31,935,1127,286,41.878724,-87.634793,POINT (-87.634793 41.878724),41.886875,-87.62603,POINT (-87.62603 41.886875)
1118268,1/12/14 17:27,1/12/14 17:57,2499,1764,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.894448,-87.622663,POINT (-87.622663 41.894448)
1118269,1/12/14 17:28,1/12/14 17:57,393,1755,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.894448,-87.622663,POINT (-87.622663 41.894448)
1118270,1/12/14 17:28,1/12/14 17:57,2737,1725,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.894448,-87.622663,POINT (-87.622663 41.894448)
1118278,1/12/14 17:31,1/12/14 17:57,2596,1567,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.89766,-87.62351,POINT (-87.62351 41.89766)
1118279,1/12/14 17:31,1/12/14 17:57,2482,1550,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.894448,-87.622663,POINT (-87.622663 41.894448)
1118297,1/12/14 17:36,1/12/14 17:52,768,1010,256,41.952833,-87.649993,POINT (-87.649993 41.952833),41.95469,-87.67393,POINT (-87.67393 41.95469)
1118300,1/12/14 17:36,1/12/14 17:52,1899,986,256,41.952833,-87.649993,POINT (-87.649993 41.952833),41.95469,-87.67393,POINT (-87.67393 41.95469)
1118301,1/12/14 17:36,1/12/14 17:51,2679,875,194,41.886875,-87.62603,POINT (-87.62603 41.886875),41.891071,-87.6122,POINT (-87.6122 41.891071)
1118302,1/12/14 17:36,1/12/14 17:50,220,822,194,41.886875,-87.62603,POINT (-87.62603 41.886875),41.891071,-87.6122,POINT (-87.6122 41.891071)
1118304,1/12/14 17:36,1/12/14 17:51,2418,855,194,41.886875,-87.62603,POINT (-87.62603 41.886875),41.891071,-87.6122,POINT (-87.6122 41.891071)
1118306,1/12/14 17:37,1/12/14 17:51,935,835,194,41.886875,-87.62603,POINT (-87.62603 41.886875),41.891071,-87.6122,POINT (-87.6122 41.891071)
1118335,1/12/14 17:51,1/12/14 18:41,1938,3048,37,41.87935636,-87.62979104,POINT (-87.629791 41.879356),41.891071,-87.6122,POINT (-87.6122 41.891071)
1118363,1/12/14 18:04,1/12/14 18:18,411,830,327,41.92154,-87.653818,POINT (-87.653818 41.92154),41.943739,-87.66402,POINT (-87.66402 41.943739)
1118421,1/12/14 18:43,1/12/14 19:14,1557,1855,35,41.891071,-87.6122,POINT (-87.6122 41.891071),41.88871604,-87.64444785,POINT (-87.644448 41.888716)
1118435,1/12/14 18:57,1/12/14 19:21,1194,1427,174,41.882091,-87.639833,POINT (-87.639833 41.882091),41.913778,-87.64884,POINT (-87.64884 41.913778)
1118457,1/12/14 19:27,1/12/14 19:45,1245,1047,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.867227,-87.625961,POINT (-87.625961 41.867227)
1118458,1/12/14 19:28,1/12/14 19:42,1168,846,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.867227,-87.625961,POINT (-87.625961 41.867227)
1118459,1/12/14 19:28,1/12/14 19:42,2520,849,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.867227,-87.625961,POINT (-87.625961 41.867227)
1118460,1/12/14 19:28,1/12/14 19:45,2784,1014,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.867227,-87.625961,POINT (-87.625961 41.867227)
1118461,1/12/14 19:29,1/12/14 19:45,2790,970,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.867227,-87.625961,POINT (-87.625961 41.867227)
1118482,1/12/14 19:42,1/12/14 19:43,2679,69,35,41.891071,-87.6122,POINT (-87.6122 41.891071),41.891071,-87.6122,POINT (-87.6122 41.891071)
1118489,1/12/14 19:44,1/12/14 20:03,2182,1138,35,41.891071,-87.6122,POINT (-87.6122 41.891071),41.89766,-87.62351,POINT (-87.62351 41.89766)
1118492,1/12/14 19:44,1/12/14 20:03,1653,1112,35,41.891071,-87.6122,POINT (-87.6122 41.891071),41.89766,-87.62351,POINT (-87.62351 41.89766)
1118494,1/12/14 19:44,1/12/14 20:02,2679,1085,35,41.891071,-87.6122,POINT (-87.6122 41.891071),41.89766,-87.62351,POINT (-87.62351 41.89766)
1118495,1/12/14 19:45,1/12/14 20:03,1938,1081,35,41.891071,-87.6122,POINT (-87.6122 41.891071),41.89766,-87.62351,POINT (-87.62351 41.89766)
1118520,1/12/14 20:06,1/12/14 20:29,2182,1332,25,41.89766,-87.62351,POINT (-87.62351 41.89766),41.911974,-87.631942,POINT (-87.631942 41.911974)
1118524,1/12/14 20:07,1/12/14 20:29,2596,1303,25,41.89766,-87.62351,POINT (-87.62351 41.89766),41.911974,-87.631942,POINT (-87.631942 41.911974)
1118525,1/12/14 20:08,1/12/14 20:29,1653,1255,25,41.89766,-87.62351,POINT (-87.62351 41.89766),41.911974,-87.631942,POINT (-87.631942 41.911974)
1118526,1/12/14 20:08,1/12/14 20:29,2773,1245,25,41.89766,-87.62351,POINT (-87.62351 41.89766),41.911974,-87.631942,POINT (-87.631942 41.911974)
1118554,1/12/14 20:33,1/12/14 21:03,1653,1836,126,41.911974,-87.631942,POINT (-87.631942 41.911974),41.907993,-87.631501,POINT (-87.631501 41.907993)
1118555,1/12/14 20:33,1/12/14 21:03,2182,1802,126,41.911974,-87.631942,POINT (-87.631942 41.911974),41.907993,-87.631501,POINT (-87.631501 41.907993)
1118556,1/12/14 20:33,1/12/14 21:03,2596,1798,126,41.911974,-87.631942,POINT (-87.631942 41.911974),41.907993,-87.631501,POINT (-87.631501 41.907993)
1118558,1/12/14 20:34,1/12/14 21:03,2773,1767,126,41.911974,-87.631942,POINT (-87.631942 41.911974),41.907993,-87.631501,POINT (-87.631501 41.907993)
1118594,1/12/14 21:07,1/12/14 21:24,2182,1017,301,41.907993,-87.631501,POINT (-87.631501 41.907993),41.893832,-87.634195,POINT (-87.634195 41.893832)
1118595,1/12/14 21:07,1/12/14 21:24,2596,1020,301,41.907993,-87.631501,POINT (-87.631501 41.907993),41.893832,-87.634195,POINT (-87.634195 41.893832)
1118596,1/12/14 21:07,1/12/14 21:24,1653,1026,301,41.907993,-87.631501,POINT (-87.631501 41.907993),41.893832,-87.634195,POINT (-87.634195 41.893832)
1118598,1/12/14 21:07,1/12/14 21:24,2773,993,301,41.907993,-87.631501,POINT (-87.631501 41.907993),41.893832,-87.634195,POINT (-87.634195 41.893832)
1118599,1/12/14 21:08,1/12/14 21:35,2644,1665,124,41.855048,-87.675726,POINT (-87.675726 41.855048),41.858166,-87.656495,POINT (-87.656495 41.858166)
1118666,1/12/14 21:56,1/12/14 22:02,963,379,206,41.847203,-87.646795,POINT (-87.646795 41.847203),41.858086,-87.651073,POINT (-87.651073 41.858086)
1118707,1/12/14 22:35,1/12/14 23:05,2182,1789,53,41.893832,-87.634195,POINT (-87.634195 41.893832),41.87593267,-87.63058454,POINT (-87.630585 41.875933)
1118708,1/12/14 22:36,1/12/14 23:05,2596,1747,53,41.893832,-87.634195,POINT (-87.634195 41.893832),41.87593267,-87.63058454,POINT (-87.630585 41.875933)
1118709,1/12/14 22:36,1/12/14 23:04,1313,1678,53,41.893832,-87.634195,POINT (-87.634195 41.893832),41.87593267,-87.63058454,POINT (-87.630585 41.875933)
1118711,1/12/14 22:36,1/12/14 23:05,2773,1731,53,41.893832,-87.634195,POINT (-87.634195 41.893832),41.87593267,-87.63058454,POINT (-87.630585 41.875933)
1118721,1/12/14 22:50,1/12/14 23:07,1654,1004,273,41.857813,-87.62455,POINT (-87.62455 41.857813),41.857813,-87.62455,POINT (-87.62455 41.857813)
1118738,1/12/14 23:10,1/12/14 23:38,1654,1646,273,41.857813,-87.62455,POINT (-87.62455 41.857813),41.855048,-87.675726,POINT (-87.675726 41.855048)
1118824,1/13/14 5:52,1/13/14 6:19,1400,1610,260,41.929567,-87.707857,POINT (-87.707857 41.929567),41.908537,-87.648627,POINT (-87.648627 41.908537)
1118878,1/13/14 6:37,1/13/14 6:59,2691,1368,331,41.908537,-87.648627,POINT (-87.648627 41.908537),41.891738,-87.626937,POINT (-87.626937 41.891738)
1118982,1/13/14 7:06,1/13/14 7:16,1132,592,280,41.8378,-87.65114,POINT (-87.65114 41.8378),41.847203,-87.646795,POINT (-87.646795 41.847203)
1119169,1/13/14 7:45,1/13/14 7:58,2986,749,255,41.867888,-87.623041,POINT (-87.623041 41.867888),41.88918,-87.6277,POINT (-87.6277 41.88918)
1119364,1/13/14 8:12,1/13/14 8:31,1981,1181,289,41.912133,-87.634656,POINT (-87.634656 41.912133),41.878724,-87.634793,POINT (-87.634793 41.878724)
1119431,1/13/14 8:22,1/13/14 8:45,2878,1365,307,41.920445,-87.663095,POINT (-87.663095 41.920445),41.88918,-87.6277,POINT (-87.6277 41.88918)
1119437,1/13/14 8:22,1/13/14 8:29,2513,415,98,41.882664,-87.63253,POINT (-87.63253 41.882664),41.877181,-87.627844,POINT (-87.627844 41.877181)
1119531,1/13/14 8:36,1/13/14 8:53,1609,1016,239,41.966555,-87.688487,POINT (-87.688487 41.966555),41.965485,-87.657238,POINT (-87.657238 41.965485)
1119665,1/13/14 8:57,1/13/14 9:16,598,1167,156,41.93649682,-87.64753866,POINT (-87.647539 41.936497),41.890749,-87.63206,POINT (-87.63206 41.890749)
1119682,1/13/14 9:00,1/13/14 9:12,2280,706,192,41.879255,-87.639904,POINT (-87.639904 41.879255),41.893882,-87.641711,POINT (-87.641711 41.893882)
1119686,1/13/14 9:01,1/13/14 9:11,1597,610,46,41.89993001,-87.63443007,POINT (-87.63443 41.89993),41.885837,-87.6355,POINT (-87.6355 41.885837)
1119763,1/13/14 9:18,1/13/14 9:28,1469,630,257,41.94911,-87.675112,POINT (-87.675112 41.94911),41.94018,-87.65304,POINT (-87.65304 41.94018)
1119792,1/13/14 9:22,1/13/14 9:30,2621,483,175,41.872373,-87.633523,POINT (-87.633523 41.872373),41.880422,-87.642746,POINT (-87.642746 41.880422)
1119916,1/13/14 9:59,1/13/14 10:04,2873,328,245,41.961004,-87.649603,POINT (-87.649603 41.961004),41.949546,-87.648674,POINT (-87.648674 41.949546)
1119935,1/13/14 10:09,1/13/14 10:26,461,1029,219,41.916027,-87.677411,POINT (-87.677411 41.916027),41.939743,-87.658865,POINT (-87.658865 41.939743)
1120050,1/13/14 10:59,1/13/14 11:05,389,363,21,41.87772613,-87.65478743,POINT (-87.654787 41.877726),41.878412,-87.641052,POINT (-87.641052 41.878412)
1120054,1/13/14 11:00,1/13/14 11:07,461,411,226,41.939743,-87.658865,POINT (-87.658865 41.939743),41.92556258,-87.65840426,POINT (-87.658404 41.925563)
1120073,1/13/14 11:06,1/13/14 11:23,598,1028,181,41.890749,-87.63206,POINT (-87.63206 41.890749),41.89637337,-87.66098386,POINT (-87.660984 41.896373)
1120096,1/13/14 11:12,1/13/14 11:27,62,921,195,41.884728,-87.619521,POINT (-87.619521 41.884728),41.87770796,-87.63532114,POINT (-87.635321 41.877708)
1120109,1/13/14 11:15,1/13/14 11:40,2484,1487,52,41.886024,-87.624117,POINT (-87.624117 41.886024),41.89691,-87.621743,POINT (-87.621743 41.89691)
1120111,1/13/14 11:16,1/13/14 11:40,1165,1475,52,41.886024,-87.624117,POINT (-87.624117 41.886024),41.89691,-87.621743,POINT (-87.621743 41.89691)
1120116,1/13/14 11:18,1/13/14 11:25,1412,419,52,41.886024,-87.624117,POINT (-87.624117 41.886024),41.8810317,-87.62408432,POINT (-87.624084 41.881032)
1120118,1/13/14 11:19,1/13/14 11:25,172,364,110,41.893992,-87.629318,POINT (-87.629318 41.893992),41.88389277,-87.62464914,POINT (-87.624649 41.883893)
1120119,1/13/14 11:19,1/13/14 11:25,1928,364,52,41.886024,-87.624117,POINT (-87.624117 41.886024),41.8810317,-87.62408432,POINT (-87.624084 41.881032)
1120121,1/13/14 11:20,1/13/14 11:29,1674,573,22,41.8694821,-87.6554864,POINT (-87.655486 41.869482),41.857901,-87.668745,POINT (-87.668745 41.857901)
1120125,1/13/14 11:24,1/13/14 15:21,2342,14257,257,41.94911,-87.675112,POINT (-87.675112 41.94911),41.93132,-87.638742,POINT (-87.638742 41.93132)
1120134,1/13/14 11:27,1/13/14 11:36,1231,551,73,41.880422,-87.642746,POINT (-87.642746 41.880422),41.872373,-87.633523,POINT (-87.633523 41.872373)
1120155,1/13/14 11:35,1/13/14 11:47,671,699,91,41.88338,-87.64117,POINT (-87.64117 41.88338),41.894448,-87.622663,POINT (-87.622663 41.894448)
1120162,1/13/14 11:40,1/13/14 11:50,889,620,58,41.916017,-87.668879,POINT (-87.668879 41.916017),41.907781,-87.685854,POINT (-87.685854 41.907781)
1120212,1/13/14 11:55,1/13/14 12:07,1092,674,14,41.858086,-87.651073,POINT (-87.651073 41.858086),41.855048,-87.675726,POINT (-87.675726 41.855048)
1120231,1/13/14 12:02,1/13/14 12:18,1762,961,43,41.88389277,-87.62464914,POINT (-87.624649 41.883893),41.893992,-87.629318,POINT (-87.629318 41.893992)
1120241,1/13/14 12:05,1/13/14 12:25,1515,1241,90,41.8810317,-87.62408432,POINT (-87.624084 41.881032),41.880958,-87.616743,POINT (-87.616743 41.880958)
1120245,1/13/14 12:05,1/13/14 12:07,193,146,90,41.8810317,-87.62408432,POINT (-87.624084 41.881032),41.8810317,-87.62408432,POINT (-87.624084 41.881032)
1120246,1/13/14 12:05,1/13/14 12:14,62,554,36,41.87770796,-87.63532114,POINT (-87.635321 41.877708),41.87770796,-87.63532114,POINT (-87.635321 41.877708)
